sku_id,proveedor_origen,mascota,marca,categoria,nombre_producto,formato,etapa_edad,precio_pet_mayorista,precio_local_transferencia,precio_local_debito,estado
FIVE-00199,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW GATITO,3KG,Cachorro / Gatito,12500,12500,13125,Activo
FIVE-00200,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO DELI MIX,24KG,Adulto,60000,60000,63000,Activo
FIVE-00201,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO DELI MIX,"19,5KG",Adulto,53000,53000,55650,Activo
FIVE-00202,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO DELI MIX,8KG,Adulto,24300,24300,25515,Activo
FIVE-00203,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ADULTO DELI MIX,3KG,Adulto,11500,11500,12075,Activo
FIVE-00204,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ESTERILIZADOS,24KG,Todas las edades,58000,58000,60900,Activo
FIVE-00205,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ESTERILIZADOS,"19,5KG",Todas las edades,53000,53000,55650,Activo
FIVE-00206,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ESTERILIZADOS,8KG,Todas las edades,22900,22900,24045,Activo
FIVE-00207,PURINA,Gato,Cat Chow,Alimentos,CAT CHOW ESTERILIZADOS,3KG,Todas las edades,11500,11500,12075,Activo
FIVE-00208,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW CACHORRO RAZA MEDIANA Y GRANDE,24KG,Cachorro / Gatito,48500,48500,50925,Activo
FIVE-00209,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW CACHORRO RAZA MEDIANA Y GRANDE,18KG,Cachorro / Gatito,37500,37500,39375,Activo
FIVE-00210,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW CACHORRO RAZA MEDIANA Y GRANDE,"19,5KG",Cachorro / Gatito,41000,41000,43050,Activo
FIVE-00211,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW ADULTO RAZA MEDIANA Y GRANDE,24KG,Adulto,43500,43500,45675,Activo
FIVE-00212,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW ADULTO RAZA MEDIANA Y GRANDE,18KG,Adulto,34300,34300,36015,Activo
FIVE-00213,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW ADULTO RAZA MEDIANA Y GRANDE,"19,5KG",Adulto,37500,37500,39375,Activo
FIVE-00214,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW ADULTO RAZA MEDIANA Y GRANDE,"16,5KG",Adulto,34000,34000,35700,Activo
FIVE-00215,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW CACHORRO RAZA PEQUEÑA,"19,5KG",Cachorro / Gatito,41000,41000,43050,Activo
FIVE-00216,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW ADULTO RAZA PEQUEÑA,24KG,Adulto,48500,48500,50925,Activo
FIVE-00217,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW ADULTO RAZA PEQUEÑA,"19,5KG",Adulto,41000,41000,43050,Activo
FIVE-00218,PURINA,Perro,Dog Chow,Alimentos,DOG CHOW SENIOR +7,8KG,Senior (+7 años),18000,18000,18900,Activo
FIVE-00219,PURINA,Perro,Doko,Alimentos,DOKO CACHORRO,24KG,Cachorro / Gatito,33000,33000,34650,Activo
FIVE-00220,PURINA,Perro,Doko,Alimentos,DOKO ADULTO,24KG,Adulto,33000,33000,34650,Activo
FIVE-00221,PURINA,Perro,Doko,Alimentos,DOKO ADULTO,18KG,Adulto,27000,27000,28350,Activo
FIVE-00222,PURINA,Perro,Excellent,Alimentos,EXCELLENT CACHORRO,12KG,Cachorro / Gatito,31500,31500,33075,Activo
FIVE-00223,PURINA,Perro,Excellent,Alimentos,EXCELLENT ADULTO CARNE,12KG,Adulto,29500,29500,30975,Activo
FIVE-00224,PURINA,Perro,Excellent,Alimentos,EXCELLENT ADULTO SALMÓN,12KG,Adulto,29500,29500,30975,Activo
FIVE-00225,PURINA,Perro,Excellent,Alimentos,EXCELLENT MANTENCIÓN,15KG,Todas las edades,25000,25000,26250,Activo
FIVE-00226,PURINA,Gato,Excellent,Alimentos,EXCELLENT GATO ADULTO,"7,5KG",Adulto,22500,22500,23625,Activo
FIVE-00227,PURINA,Gato,Excellent,Alimentos,EXCELLENT KITTEN,"7,5KG",Cachorro / Gatito,22500,22500,23625,Activo
FIVE-00228,PURINA,Gato,Excellent,Alimentos,EXCELLENT GATO ESTERILIZADO,"7,5KG",Todas las edades,22500,22500,23625,Activo
FIVE-00229,PURINA,Gato,Excellent,Alimentos,EXCELLENT GATO URINARY,"7,5KG",Todas las edades,22500,22500,23625,Activo
FIVE-00230,PURINA,Gato,Gati,Alimentos,GATI PESCADO,8KG,Todas las edades,15000,15000,15750,Activo
FIVE-00231,PURINA,Gato,Gati,Alimentos,GATI PESCADO ARROZ,15KG,Todas las edades,26500,26500,27825,Activo
FIVE-00232,PURINA,Gato,Gati,Alimentos,GATI CARNE,15KG,Todas las edades,26500,26500,27825,Activo
FIVE-00233,PURINA,Gato,Gati,Alimentos,FELIX MEGAMIX GATITO,15KG,Cachorro / Gatito,29500,29500,30975,Activo
FIVE-00234,PURINA,Gato,Gati,Alimentos,FELIX MEGAMIX GATO ADULTO,15KG,Adulto,28300,28300,29715,Activo
FIVE-00235,PURINA PROPLAN,Gato,Proplan,Alimentos,PRO PLAN URINARY CAT,3KG,Todas las edades,22100,23500,24675,Activo
FIVE-00236,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PRO PLAN ADULT SMALL BREED,3KG,Adulto,17500,18500,19425,Activo
FIVE-00237,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PRO PLAN EXIGENT SMALL BREED,3KG,Todas las edades,18500,19500,20475,Activo
FIVE-00238,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PRO PLAN PUPPY SMALL BREED,3KG,Cachorro / Gatito,18500,19500,20475,Activo
FIVE-00239,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PRO PLAN PUPPY SMALL BREED,1KG,Cachorro / Gatito,7000,7500,7875,Activo
FIVE-00240,PURINA PROPLAN,Gato,Pro Plan,Alimentos,PRO PLAN ADULT CAT,3KG,Adulto,20500,21500,22575,Activo
FIVE-00241,PURINA PROPLAN,Gato,Pro Plan,Alimentos,PRO PLAN ADULT CAT 7+,3KG,Senior (+7 años),22500,23500,24675,Activo
FIVE-00242,PURINA PROPLAN,Gato,Pro Plan,Alimentos,PRO PLAN STERILIZED CAT,3KG,Todas las edades,22500,23500,24675,Activo
FIVE-00243,PURINA PROPLAN,Gato,Pro Plan,Alimentos,PRO PLAN URINARY CAT,1KG,Todas las edades,9000,9500,9975,Activo
FIVE-00244,PURINA PROPLAN,Gato,Pro Plan,Alimentos,PRO PLAN ADULT CAT LIVE CLEAR,3KG,Adulto,27000,28500,29925,Activo
FIVE-00245,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PRO PLAN VETERINARYDIETS CNNE HAXL,2KG,Todas las edades,18500,19500,20475,Activo
FIVE-00246,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PRO PLAN VETERINARYDIETS CNNE HAXL,"7,5KG",Todas las edades,43500,47500,49875,Activo
FIVE-00247,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PPVD NF FUNCION RENAL CNNE,2KG,Todas las edades,18500,19500,20475,Activo
FIVE-00248,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PPVD EN GASTROINTESTINAL FNL,"1,5KG",Todas las edades,17500,18000,18900,Activo
FIVE-00249,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PPVD EN GASTROINTESTINAL CNNE,2KG,Todas las edades,18500,19500,20475,Activo
FIVE-00250,PURINA PROPLAN,Perro,Pro Plan,Alimentos,PPVD CANINE EN CNNE 380G N8 US,3KG,Todas las edades,3500,3500,3675,Activo
FIVE-00251,PURINA PROPLAN,Perro,Pro Plan,Alimentos,"PPVD CRITICAL NUTRITION 5,5OZ N1 US",3KG,Todas las edades,3500,3500,3675,Activo
FIVE-00252,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA CACHORRO,10KG,Cachorro / Gatito,18700,19800,20790,Activo
FIVE-00253,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA CACHORRO,20KG,Cachorro / Gatito,32000,35000,36750,Activo
FIVE-00254,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA CACHORRO,3KG,Cachorro / Gatito,9500,9500,9975,Activo
FIVE-00255,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA ADULTO,20KG,Adulto,31500,32000,33600,Activo
FIVE-00256,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA ADULTO RAZA PEQUEÑA,10KG,Adulto,18700,18700,19635,Activo
FIVE-00257,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA ADULTO RAZA PEQUEÑA,3KG,Adulto,9000,9000,9450,Activo
FIVE-00258,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA SENIOR,20KG,Senior (+7 años),38500,38500,40425,Activo
FIVE-00259,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA SENIOR RAZA PEQUEÑA,10KG,Senior (+7 años),22000,23000,24150,Activo
FIVE-00260,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT FÓRMULA SENIOR RAZA PEQUEÑA,3KG,Senior (+7 años),10000,10000,10500,Activo
FIVE-00261,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT LIGHT RAZA PEQUEÑA,10KG,Todas las edades,22000,22000,23100,Activo
FIVE-00262,DRAG PHARMA,Perro,Fit Fórmula,Alimentos,FIT LIGHT,20KG,Todas las edades,37500,37500,39375,Activo
FIVE-00263,DRAG PHARMA,Gato,Fit Fórmula,Alimentos,FIT FÓRMULA GATO,10KG,Todas las edades,21800,22900,24045,Activo
FIVE-00264,DRAG PHARMA,Gato,Fit Fórmula,Alimentos,FIT FÓRMULA GATITO,10KG,Cachorro / Gatito,0,26500,27825,Activo
FIVE-00265,DRAG PHARMA,Gato,Fit Fórmula,Alimentos,FIT FÓRMULA GATO,2KG,Todas las edades,6900,6900,7245,Activo
FIVE-00266,DRAG PHARMA,Perro,Superpet,Alimentos,SUPERPET ADULTO,18KG,Adulto,20500,20900,21945,Activo
FIVE-00267,DRAG PHARMA,Perro,Superpet,Alimentos,SUPERPET CACHORRO,18KG,Cachorro / Gatito,22500,22800,23940,Activo
FIVE-00268,DRAG PHARMA,Gato,Superpet,Alimentos,SUPERPET GATO,10KG,Todas las edades,0,16500,17325,Activo
FIVE-00269,FRAGUS,Perro,Appetit,Alimentos,APPETIT PERRO ADULTO PREMIUM,20KG,Adulto,25500,25500,26775,Activo
FIVE-00270,FRAGUS,Perro,Appetit,Alimentos,APPETIT PERRO CACHORRO PREMIUM,15KG,Cachorro / Gatito,20500,20500,21525,Activo
FIVE-00271,FRAGUS,Perro,Appetit,Alimentos,APPETIT PERRO SENIOR PREMIUM,15KG,Senior (+7 años),20500,20500,21525,Activo
FIVE-00272,FRAGUS,Perro,Appetit,Alimentos,APPETIT PERRO RAZAS PEQUEÑAS PREMIUM,8KG,Todas las edades,15500,15500,16275,Activo
FIVE-00273,FRAGUS,Perro,Appetit,Alimentos,APPETIT PERRO RAZAS PEQUEÑAS PREMIUM,3KG,Todas las edades,7000,7000,7350,Activo
FIVE-00274,FRAGUS,Gato,Appetit,Alimentos,APPETIT GATO TODAS LAS EDADES PREMIUM,10KG,Todas las edades,19800,19800,20790,Activo
FIVE-00275,FRAGUS,Gato,Appetit,Alimentos,APPETIT GATO TODAS LAS EDADES PREMIUM,3KG,Todas las edades,7500,7500,7875,Activo
FIVE-00276,ALLENDES,Gato,Felinnes,Alimentos,ADULTO,20KG,Adulto,34500,34500,36225,Activo
FIVE-00277,ALLENDES,Gato,Felinnes,Alimentos,GATITO,20KG,Cachorro / Gatito,34500,34500,36225,Activo
FIVE-00278,ALLENDES,Perro,Pedigree,Alimentos,ADULTO,21KG,Adulto,35000,38000,39900,Activo
FIVE-00279,ALLENDES,Perro,Pedigree,Alimentos,SENIOR,21KG,Senior (+7 años),38000,38000,39900,Activo
FIVE-00280,ALLENDES,Perro,Pedigree,Alimentos,RAZAS PEQUEÑAS,21KG,Todas las edades,38000,40000,42000,Activo
FIVE-00281,ALLENDES,Perro,Pedigree,Alimentos,CACHORRO,21KG,Cachorro / Gatito,38000,40000,42000,Activo
FIVE-00282,ALLENDES,Gato,Whiskas,Alimentos,ADULTO PESCADO,10KG,Adulto,23500,1,1,Activo
FIVE-00283,ALLENDES,Gato,Whiskas,Alimentos,ADULTO CARNE,10KG,Adulto,23500,23500,24675,Activo
FIVE-00284,ALLENDES,Gato,Whiskas,Alimentos,GATITO,10KG,Cachorro / Gatito,23500,23500,24675,Activo
FIVE-00285,FREE GO,Perro,Free Go,Alimentos,FREE GO ADULTO Y CACHORRO,10KG,Cachorro / Gatito,21500,21500,22575,Activo
FIVE-00286,FREE GO,Perro,Free Go,Alimentos,OPTIMUS,15KG,Todas las edades,25000,25000,26250,Activo
FIVE-00287,PUNTA DE CORTES,Perro,Bokato,Alimentos,ADULTO TRADICIONAL,20KG,Adulto,40000,40000,42000,Activo
FIVE-00288,PUNTA DE CORTES,Perro,Bokato,Alimentos,CACHORRO BOKATO,10KG,Cachorro / Gatito,23000,23000,24150,Activo
FIVE-00289,PUNTA DE CORTES,Perro,Bokato,Alimentos,GOLD,20KG,Todas las edades,42000,42000,44100,Activo
FIVE-00290,PUNTA DE CORTES,Perro,Bokato,Alimentos,PETTIT,10KG,Todas las edades,26000,26000,27300,Activo
FIVE-00291,PUNTA DE CORTES,Perro,Bokato,Alimentos,LADY,10KG,Todas las edades,26000,26000,27300,Activo
FIVE-00292,PUNTA DE CORTES,Perro,Bokato,Alimentos,VELOZ,20KG,Todas las edades,45000,45000,47250,Activo
FIVE-00293,AGROVET,Gato,N&D,Alimentos,N&D CALABAZA GATO AD CASTRADO POLLO,"1,5KG",Adulto,18000,19700,20685,Activo
FIVE-00294,AGROVET,Gato,N&D,Alimentos,N&D CALABAZA GATO AD CASTRADO POLLO,"7,5KG",Adulto,52000,54500,57225,Activo
FIVE-00295,AGROVET,Gato,N&D,Alimentos,N&D CALABAZA GATO AD POLLO,"7,5KG",Adulto,52000,54500,57225,Activo
FIVE-00296,AGROVET,Gato,N&D,Alimentos,N&D CALABAZA GATO ADT PATO,"1,5KG",Todas las edades,18000,19000,19950,Activo
FIVE-00297,AGROVET,Gato,N&D,Alimentos,N&D CALABAZA GATO ADT SALMON,"1,5KG",Todas las edades,18000,19000,19950,Activo
FIVE-00298,AGROVET,Gato,N&D,Alimentos,N&D ESPIRULINA GATO ADT TILAPIA,"1,5KG",Todas las edades,19000,20000,21000,Activo
FIVE-00299,AGROVET,Gato,N&D,Alimentos,N&D ESPIRULINA GATO ADT TILAPIA,7KG,Todas las edades,52000,54500,57225,Activo
FIVE-00300,AGROVET,Gato,N&D,Alimentos,N&D ESPIRULINA GATO CASTRADO CERDO,"1,5KG",Todas las edades,19000,20000,21000,Activo
FIVE-00301,AGROVET,Gato,N&D,Alimentos,N&D ESPIRULINA GATO CASTRADO CERDO,7KG,Todas las edades,52000,54500,57225,Activo
FIVE-00302,AGROVET,Gato,N&D,Alimentos,N&D OCEAN GATO ADT CASTRADO SALMON,"1,5KG",Todas las edades,18000,19000,19950,Activo
FIVE-00303,AGROVET,Gato,N&D,Alimentos,N&D OCEAN GATO ADT CASTRADO SALMON,"7,5KG",Todas las edades,52000,54500,57225,Activo
FIVE-00304,AGROVET,Gato,N&D,Alimentos,N&D OCEAN GATO ATUN Y SALMON 70G 6UN=CJ,1.5KG,Todas las edades,1770,1950,2048,Activo
FIVE-00305,AGROVET,Gato,N&D,Alimentos,N&D PRIME GATITO POLLO,"1,5KG",Cachorro / Gatito,18000,19000,19950,Activo
FIVE-00306,AGROVET,Gato,N&D,Alimentos,N&D PRIME GATO ADT CASTRADO POLLO,"1,5KG",Todas las edades,18000,19000,19950,Activo
FIVE-00307,AGROVET,Gato,N&D,Alimentos,N&D PRIME GATO ADT CASTRADO POLLO,"7,5KG",Todas las edades,52000,54500,57225,Activo
FIVE-00308,AGROVET,Gato,N&D,Alimentos,N&D PRIME GATO ADT POLLO,"1,5KG",Todas las edades,18000,19000,19950,Activo
FIVE-00309,AGROVET,Gato,N&D,Alimentos,N&D PRIME GATO ADT POLLO,"7,5KG",Todas las edades,52000,54500,57225,Activo
FIVE-00310,AGROVET,Perro,N&D,Alimentos,N&D PRIME PERRO ADT PEQ POLLO,"10,1KG",Todas las edades,59000,62000,65100,Activo
FIVE-00311,AGROVET,Perro,N&D,Alimentos,N&D TROPICAL PERRO ADT MED CERDO,12KG,Todas las edades,47500,52000,54600,Activo
FIVE-00312,AGROVET,Perro,N&D,Alimentos,N&D TROPICAL PERRO ADT MED POLLO,"10,1KG",Todas las edades,47500,52000,54600,Activo
FIVE-00313,AGROVET,Perro,N&D,Alimentos,N&D TROPICAL PERRO ADT MED POLLO,12KG,Todas las edades,47500,52000,54600,Activo
FIVE-00314,AGROVET,Perro,N&D,Alimentos,N&D TROPICAL PERRO ADT PEQ SALMON,"2,5KG",Todas las edades,16500,18000,18900,Activo
FIVE-00315,AGROVET,Gato,Farmina,Alimentos,ND GATO JABALI Y MANZANA 70G 6UN=CJ,1.5KG,Todas las edades,1770,1950,2048,Activo
FIVE-00316,AGROVET,Gato,Farmina,Alimentos,ND GATO POLLO Y GRANADA 70G 6UN=CJ,1.5KG,Todas las edades,1770,1950,2048,Activo
FIVE-00317,ARENAS,Gato,Stay Happy,Higiene,Arena Sanitaria STAY HAPPY CAFÉÉ,2 KG,Todas las edades,1750,1750,1838,Activo
FIVE-00318,ARENAS,Gato,Stay Happy,Higiene,Arena Sanitaria STAY HAPPY LAVANDA,2 KG,Todas las edades,1750,1750,1838,Activo
FIVE-00319,ARENAS,Gato,Stay Happy,Higiene,Arena Sanitaria STAY HAPPY VARIEDADES,4 KG,Todas las edades,3500,3500,3675,Activo
FIVE-00320,ARENAS,Gato,Stay Happy,Higiene,Arena Sanitaria STAY HAPPY VARIEDADES,5 KG,Todas las edades,4500,4500,4725,Activo
FIVE-00321,ARENAS,Gato,Stay Happy,Higiene,Arena Sanitaria STAY HAPPY CAFÉÉ,10 KG,Todas las edades,8000,8000,8400,Activo
FIVE-00322,ARENAS,Gato,Stay Happy,Higiene,Arena Sanitaria STAY HAPPY LAVANDA,10 KG,Todas las edades,8000,8000,8400,Activo
FIVE-00323,ARENAS,Gato,Stay Happy,Higiene,Arena Sanitaria STAY HAPPY CAFÉÉ,20 KG,Todas las edades,15000,2025,2126,Activo
FIVE-00324,ARENAS,Gato,Stay Happy,Higiene,Arena Sanitaria STAY HAPPY LAVANDA,20 KG,Todas las edades,15000,2025,2126,Activo
FIVE-00325,ARENAS,Gato,Happy,Higiene,Arena Sanitaria HAPPY CARBÓN,10 KG,Todas las edades,10000,10000,10500,Activo
FIVE-00326,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN CAFÉÉ,20 KG,Todas las edades,11000,11000,11550,Activo
FIVE-00327,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN LAVANDA,20 KG,Todas las edades,11000,11000,11550,Activo
FIVE-00328,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN LAVANDA,2 KG,Todas las edades,1800,1800,1890,Activo
FIVE-00329,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN VARIEDADES,4 KG,Todas las edades,3500,3500,3675,Activo
FIVE-00330,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN VARIEDADES,8 KG,Todas las edades,6500,6500,6825,Activo
FIVE-00331,ARENAS,Gato,Chilean,Higiene,Arena Sanitaria CHILEAN LAVANDA,20 KG,Todas las edades,11000,11000,11550,Activo
FIVE-00332,ARENAS,Gato,Toi Moi,Higiene,Arena Sanitaria TOI MOI BEBE,10 KG,Todas las edades,6500,6500,6825,Activo
FIVE-00333,ARENAS,Gato,Toi Moi,Higiene,Arena Sanitaria TOI MOI LAVANDA,10 KG,Todas las edades,6500,6500,6825,Activo
FIVE-00334,ARENAS,Gato,Felicity,Higiene,Arena Sanitaria FELICITY SIN AROMA,8.6 KG,Todas las edades,5500,5500,5775,Activo
FIVE-00335,ARENAS,Gato,Maxi Cat,Higiene,Arena Sanitaria MAXI CAT CAFÉÉ,2 KG,Todas las edades,0,1400,1470,Activo
FIVE-00336,ARENAS,Gato,Maxi Cat,Higiene,Arena Sanitaria MAXI CAT LAVANDA,2 KG,Todas las edades,0,1400,1470,Activo
FIVE-00337,ARENAS,Gato,Maxi Cat,Higiene,Arena Sanitaria MAXI CAT LAVANDA,8 KG,Todas las edades,0,4500,4725,Activo
FIVE-00338,ARENAS,Gato,Maxi Cat,Higiene,Arena Sanitaria MAXI CAT VARIEDAD,10 KG,Todas las edades,6750,6750,7088,Activo
FIVE-00339,ARENAS,Gato,Maxi Cat,Higiene,Arena Sanitaria MAXI CAT CAFÉÉ,20 KG,Todas las edades,11000,11000,11550,Activo
FIVE-00340,ARENAS,Gato,Maxi Cat,Higiene,Arena Sanitaria MAXI CAT LAVANDA,20 KG,Todas las edades,11000,11000,11550,Activo
FIVE-00341,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT LAVANDA,2 KG,Todas las edades,2200,2200,2310,Activo
FIVE-00342,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT BEBE,2 KG,Todas las edades,2200,2200,2310,Activo
FIVE-00343,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT MOCCA,2 KG,Todas las edades,2200,2200,2310,Activo
FIVE-00344,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT LAVANDA,4 KG,Todas las edades,4000,4000,4200,Activo
FIVE-00345,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT BEBE,4 KG,Todas las edades,4000,4000,4200,Activo
FIVE-00346,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT MOCCA,4 KG,Todas las edades,4000,4000,4200,Activo
FIVE-00347,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT LAVANDA,10 KG,Todas las edades,11000,11000,11550,Activo
FIVE-00348,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT BEBE,10 KG,Todas las edades,11000,11000,11550,Activo
FIVE-00349,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT MOCCA,10 KG,Todas las edades,11000,11000,11550,Activo
FIVE-00350,ARENAS,Gato,Fit,Higiene,Arena Sanitaria FIT CARBÓN,10 KG,Todas las edades,14000,14000,14700,Activo
FIVE-00351,ARENAS,Gato,Catmania,Higiene,Arena Sanitaria CATMANIA LAVANDA,8.5 KG,Todas las edades,5650,5650,5932,Activo
FIVE-00352,ARENAS,Gato,Catmania,Higiene,Arena Sanitaria CATMANIA CARBÓN,8.5 KG,Todas las edades,5650,5650,5932,Activo
FIVE-00353,ARENAS,Gato,Michi Love,Higiene,Arena Sanitaria MICHI LOVE LAVANDA,10 KG,Todas las edades,5200,5200,5460,Activo
FIVE-00354,ARENAS,Gato,Michi Love,Higiene,Arena Sanitaria MICHI LOVE LAVANDA,20 KG,Todas las edades,10000,10000,10500,Activo
FIVE-00355,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN TOFU VARIEDAD,2K-6LT,Todas las edades,2900,3700,3885,Activo
FIVE-00356,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN CAFÉÉ,20 KG,Todas las edades,12000,12000,12600,Activo
FIVE-00357,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN LAVANDA - BEBE,20 KG,Todas las edades,12000,12000,12600,Activo
FIVE-00358,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN LAVANDA,2 KG,Todas las edades,1800,1800,1890,Activo
FIVE-00359,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN CAFÉÉ,4 KG,Todas las edades,3500,3500,3675,Activo
FIVE-00360,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN LAVANDA,8 KG,Todas las edades,6500,6500,6825,Activo
FIVE-00361,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN CAFÉÉ,20KG,Todas las edades,16000,2,2,Activo
FIVE-00362,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN LAVANDA,20KG,Todas las edades,16000,16000,16800,Activo
FIVE-00363,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN SIN AROMA,20KG,Todas las edades,16000,16000,16800,Activo
FIVE-00364,ARENAS,Gato,Easy Clean,Higiene,Arena Sanitaria EASY CLEAN BEBE,20KG,Todas las edades,16000,16000,16800,Activo
FIVE-00365,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,NEXGARD CAJA DE 3 UNID. 2-4KG,3 UNID,Todas las edades,11300,13000,13650,Activo
FIVE-00366,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,NEXGARD CAJA DE 3 UNID. 4-10KG,3 UNID,Todas las edades,12000,14000,14700,Activo
FIVE-00367,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,NEXGARD CAJA DE 3 UNID. 10-25KG,3 UNID,Todas las edades,13800,15500,16275,Activo
FIVE-00368,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,NEXGARD CAJA DE 3 UNID. 25-50KG,3 UNID,Todas las edades,18000,20000,21000,Activo
FIVE-00369,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,NEXGARD CAJA DE 1 UNID. 2-4KG,1 UNID,Todas las edades,4900,6000,6300,Activo
FIVE-00370,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,NEXGARD CAJA DE 1 UNID. 4-10KG,1 UNID,Todas las edades,5200,7000,7350,Activo
FIVE-00371,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,NEXGARD CAJA DE 1 UNID. 10-25KG,1 UNID,Todas las edades,5800,7500,7875,Activo
FIVE-00372,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,NEXGARD CAJA DE 1 UNID. 25-50KG,1 UNID,Todas las edades,8500,11000,11550,Activo
FIVE-00373,ANTIPARASITARIOS,Gato,Nexgard,Farmacia,"NEXGARD COMBO GATO 2,5KG A 7,5KG","2,5KG",Todas las edades,11500,14000,14700,Activo
FIVE-00374,ANTIPARASITARIOS,Gato,Nexgard,Farmacia,"NEXGARD COMBO GATO 0,8KG A 2,5KG","0,8KG",Todas las edades,9500,12000,12600,Activo
FIVE-00375,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,"NEXGARD SPECTRA 2-3,5 KG 1 COMPRIMIDO","3,5 KG",Todas las edades,6200,8000,8400,Activo
FIVE-00376,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,"NEXGARD SPECTRA 3,6-7,5 KG 1 COMPRIMIDO","7,5 KG",Todas las edades,7500,9000,9450,Activo
FIVE-00377,ANTIPARASITARIOS,Perro / Gato,Nexgard,Farmacia,"NEXGARD SPECTRA 7,6-15 KG 1 COMPRIMIDO",15 KG,Todas las edades,8500,10000,10500,Activo
